,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,cci,pvo,willr,kama,ao,sp,psar,atr,adx,aroon,keltner,boll,stochrsi,macd,kst,vol,trix,emad,ema,hichi
3801,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],470.68,-52.92,-49.4,-6.96,11.01,-6.47,56.23,35.53,169.0,53.0,116.0,31.36,-0.4,1.86,-1.43,1000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1942,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],470.5,-52.94,-49.4,-7.0,21.34,-4.89,62.55,22.02,115.0,20.0,95.0,17.39,-0.59,3.49,-1.46,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
795,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],470.34,-52.96,-49.4,-7.03,22.45,-4.35,62.0,20.51,109.0,21.0,88.0,19.27,-0.63,3.09,-1.52,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1782,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],469.93,-53.0,-49.4,-7.11,22.14,-5.42,58.47,17.53,87.0,19.0,68.0,21.84,-0.79,3.09,-1.88,1000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2257,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],469.84,-53.01,-49.4,-7.13,17.97,-4.73,61.45,17.85,96.0,19.0,77.0,19.79,-0.72,3.11,-1.67,1000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3057,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],469.55,-53.03,-49.4,-7.18,0.0,-14.77,53.03,1.74,6.0,0.0,6.0,0.0,-11.76,0.0,-11.76,1000,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2314,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],468.6,-53.13,-49.4,-7.37,9.78,-5.47,58.21,28.29,162.0,33.0,129.0,20.37,-0.42,2.33,-1.13,1000,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
925,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],468.53,-53.14,-49.4,-7.39,20.57,-5.29,61.88,16.93,92.0,20.0,72.0,21.74,-0.76,2.71,-1.72,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
715,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],467.92,-53.2,-49.4,-7.51,16.32,-6.05,62.79,17.13,86.0,19.0,67.0,22.09,-0.82,2.54,-1.77,1000,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
3040,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],467.58,-53.23,-49.4,-7.57,5.73,-11.89,54.8,9.73,48.0,20.0,28.0,41.67,-1.47,1.45,-3.56,1000,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3033,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],467.58,-53.23,-49.4,-7.57,5.73,-11.89,54.8,9.73,48.0,20.0,28.0,41.67,-1.47,1.45,-3.56,1000,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],467.55,-53.23,-49.4,-7.58,27.79,-6.64,58.64,19.05,100.0,21.0,79.0,21.0,-0.67,3.7,-1.83,1000,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
2573,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],467.13,-53.28,-49.4,-7.66,4.43,-16.99,59.11,5.1,27.0,14.0,13.0,51.85,-2.52,2.15,-7.56,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2536,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],467.13,-53.28,-49.4,-7.66,4.43,-16.99,59.11,5.1,27.0,14.0,13.0,51.85,-2.52,2.15,-7.56,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1073,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],466.59,-53.33,-49.4,-7.77,9.5,-6.92,59.43,15.76,84.0,17.0,67.0,20.24,-0.85,3.01,-1.83,1000,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
3864,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],466.57,-53.33,-49.4,-7.77,7.68,-5.96,58.39,25.76,141.0,31.0,110.0,21.99,-0.49,2.52,-1.34,1000,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4811,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],466.52,-53.34,-49.4,-7.78,2.99,-25.77,53.34,1.54,6.0,2.0,4.0,33.33,-11.11,1.6,-17.47,1000,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3540,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],466.39,-53.35,-49.4,-7.81,8.68,-9.57,59.16,24.33,121.0,47.0,74.0,38.84,-0.57,1.65,-1.98,1000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2491,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],466.24,-53.37,-49.4,-7.84,22.32,-4.32,61.46,18.24,97.0,19.0,78.0,19.59,-0.72,3.28,-1.69,1000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
834,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],466.14,-53.37,-49.4,-7.86,13.94,-6.3,54.13,44.0,209.0,68.0,141.0,32.54,-0.32,1.96,-1.41,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2168,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],465.43,-53.45,-49.4,-8.0,26.7,-5.99,57.63,20.14,103.0,20.0,83.0,19.42,-0.66,3.98,-1.78,1000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1823,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],464.96,-53.49,-49.4,-8.09,7.37,-5.33,54.11,21.87,106.0,29.0,77.0,27.36,-0.68,1.55,-1.52,1000,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2697,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],463.38,-53.65,-49.4,-8.4,0.29,-20.18,53.77,1.89,7.0,1.0,6.0,14.29,-10.09,0.29,-11.82,1000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2718,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],463.38,-53.65,-49.4,-8.4,0.29,-20.18,53.77,1.89,7.0,1.0,6.0,14.29,-10.09,0.29,-11.82,1000,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1792,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],462.96,-53.69,-49.4,-8.49,10.11,-5.9,55.42,26.67,137.0,34.0,103.0,24.82,-0.51,1.77,-1.27,1000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1053,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],462.73,-53.72,-49.4,-8.53,5.97,-6.74,54.39,29.66,140.0,44.0,96.0,31.43,-0.5,1.95,-1.62,1000,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
738,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],462.17,-53.77,-49.4,-8.64,22.86,-7.18,64.07,33.6,188.0,45.0,143.0,23.94,-0.36,2.14,-1.14,1000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1978,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],461.89,-53.8,-49.4,-8.7,15.01,-5.79,58.51,41.59,199.0,60.0,139.0,30.15,-0.34,2.02,-1.36,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
760,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],461.72,-53.82,-49.4,-8.73,12.07,-8.79,64.21,25.0,131.0,31.0,100.0,23.66,-0.54,2.03,-1.33,1000,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3751,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],461.57,-53.83,-49.4,-8.76,11.99,-6.24,53.83,29.16,145.0,46.0,99.0,31.72,-0.48,1.68,-1.49,1000,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],461.31,-53.86,-49.4,-8.81,21.46,-6.27,59.36,17.96,91.0,23.0,68.0,25.27,-0.78,2.56,-1.9,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
4166,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],461.14,-53.87,-49.4,-8.85,11.09,-21.32,57.99,3.59,18.0,10.0,8.0,55.56,-3.7,3.25,-12.39,1000,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4145,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],461.14,-53.87,-49.4,-8.85,11.09,-21.32,57.99,3.59,18.0,10.0,8.0,55.56,-3.7,3.25,-12.39,1000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3811,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],460.27,-53.96,-49.4,-9.02,8.23,-6.56,56.95,32.61,156.0,52.0,104.0,33.33,-0.45,1.71,-1.53,1000,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3763,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],459.96,-53.99,-49.4,-9.08,12.33,-6.48,57.28,24.5,131.0,33.0,98.0,25.19,-0.54,2.24,-1.48,1000,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],459.62,-54.03,-49.4,-9.15,13.59,-6.26,56.91,32.76,159.0,51.0,108.0,32.08,-0.43,2.25,-1.7,1000,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2184,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],459.24,-54.06,-49.4,-9.22,13.59,-6.26,56.45,37.52,175.0,52.0,123.0,29.71,-0.39,2.28,-1.52,1000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2651,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],459.02,-54.09,-49.4,-9.27,6.82,-15.81,57.01,2.94,13.0,4.0,9.0,30.77,-5.47,3.86,-9.62,1000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2672,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],459.02,-54.09,-49.4,-9.27,6.82,-15.81,57.01,2.94,13.0,4.0,9.0,30.77,-5.47,3.86,-9.62,1000,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2648,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],458.65,-54.12,-49.4,-9.34,6.76,-13.44,59.56,7.36,41.0,14.0,27.0,34.15,-1.76,2.27,-3.85,1000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2670,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],458.65,-54.12,-49.4,-9.34,6.76,-13.44,59.56,7.36,41.0,14.0,27.0,34.15,-1.76,2.27,-3.85,1000,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4205,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],458.24,-54.17,-49.4,-9.42,2.29,-21.71,55.18,2.16,10.0,2.0,8.0,20.0,-7.05,1.72,-9.25,1000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4189,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],458.24,-54.17,-49.4,-9.42,2.29,-21.71,55.18,2.16,10.0,2.0,8.0,20.0,-7.05,1.72,-9.25,1000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
761,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],457.46,-54.24,-49.4,-9.57,19.56,-8.82,64.54,15.9,88.0,18.0,70.0,20.45,-0.82,2.7,-1.72,1000,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3588,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],457.3,-54.26,-49.4,-9.61,5.09,-14.56,54.33,2.81,13.0,1.0,12.0,7.69,-5.65,5.09,-6.54,1000,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
765,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],456.99,-54.29,-49.4,-9.67,14.32,-8.68,54.29,18.79,96.0,21.0,75.0,21.88,-0.75,2.47,-1.66,1000,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3908,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],456.7,-54.32,-49.4,-9.72,12.0,-6.04,57.82,23.68,127.0,31.0,96.0,24.41,-0.56,2.33,-1.5,1000,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2720,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],456.4,-54.35,-49.4,-9.78,0.86,-17.79,54.35,3.48,14.0,3.0,11.0,21.43,-5.2,0.67,-6.8,1000,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2704,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],456.4,-54.35,-49.4,-9.78,0.86,-17.79,54.35,3.48,14.0,3.0,11.0,21.43,-5.2,0.67,-6.8,1000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2999,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],456.31,-54.36,-49.4,-9.8,2.85,-14.84,54.36,4.37,20.0,4.0,16.0,20.0,-3.66,1.88,-5.04,1000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1072,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],456.18,-54.37,-49.4,-9.83,9.99,-6.44,62.03,26.53,143.0,35.0,108.0,24.48,-0.5,2.25,-1.39,1000,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3336,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],456.16,-54.37,-49.4,-9.83,6.61,-16.33,54.37,4.54,20.0,7.0,13.0,35.0,-3.59,2.77,-7.02,1000,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2071,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],455.77,-54.41,-49.4,-9.91,12.91,-5.42,54.79,28.67,147.0,31.0,116.0,21.09,-0.49,2.55,-1.3,1000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],455.72,-54.42,-49.4,-9.92,26.7,-5.99,60.76,21.56,115.0,23.0,92.0,20.0,-0.61,3.37,-1.6,1000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
984,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],455.44,-54.44,-49.4,-9.97,16.31,-6.15,56.67,23.69,116.0,30.0,86.0,25.86,-0.61,2.73,-1.78,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2411,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],455.36,-54.45,-49.4,-9.99,12.21,-6.48,61.03,32.84,175.0,43.0,132.0,24.57,-0.41,2.02,-1.2,1000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4592,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],454.82,-54.51,-49.4,-10.1,3.64,-18.32,54.74,6.95,37.0,16.0,21.0,43.24,-1.94,1.12,-4.28,1000,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4585,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],454.82,-54.51,-49.4,-10.1,3.64,-18.32,54.74,6.95,37.0,16.0,21.0,43.24,-1.94,1.12,-4.28,1000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2219,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],453.84,-54.61,-49.4,-10.29,12.9,-6.5,59.4,23.27,125.0,32.0,93.0,25.6,-0.58,2.35,-1.58,1000,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3214,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],453.77,-54.61,-49.4,-10.3,8.78,-8.16,58.53,174.06,860.0,431.0,429.0,50.12,-0.06,0.59,-0.71,1000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],453.24,-54.67,-49.4,-10.41,7.14,-30.52,57.67,1.74,7.0,2.0,5.0,28.57,-9.79,4.21,-15.39,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2580,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],453.24,-54.67,-49.4,-10.41,7.14,-30.52,57.67,1.74,7.0,2.0,5.0,28.57,-9.79,4.21,-15.39,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2547,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],453.24,-54.67,-49.4,-10.41,7.14,-30.52,57.67,1.74,7.0,2.0,5.0,28.57,-9.79,4.21,-15.39,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2557,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],453.24,-54.67,-49.4,-10.41,7.14,-30.52,57.67,1.74,7.0,2.0,5.0,28.57,-9.79,4.21,-15.39,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2554,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],453.24,-54.67,-49.4,-10.41,7.14,-30.52,57.67,1.74,7.0,2.0,5.0,28.57,-9.79,4.21,-15.39,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
991,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],452.55,-54.73,-49.4,-10.54,16.31,-6.15,57.13,23.28,118.0,29.0,89.0,24.58,-0.61,2.8,-1.72,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
272,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],452.43,-54.75,-49.4,-10.57,22.26,-5.29,58.24,20.42,102.0,19.0,83.0,18.63,-0.71,3.01,-1.56,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3909,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],451.79,-54.81,-49.4,-10.69,12.35,-6.48,58.99,23.3,127.0,33.0,94.0,25.98,-0.57,2.2,-1.55,1000,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],451.74,-54.82,-49.4,-10.7,13.18,-8.11,56.44,19.37,102.0,21.0,81.0,20.59,-0.72,2.12,-1.46,1000,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
4155,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],451.54,-54.84,-49.4,-10.74,5.74,-20.49,57.5,2.94,15.0,7.0,8.0,46.67,-4.75,2.35,-10.96,1000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4860,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],451.32,-54.86,-49.4,-10.79,2.49,-19.16,56.81,4.91,23.0,7.0,16.0,30.43,-3.23,1.8,-5.43,1000,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3880,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],450.55,-54.93,-49.4,-10.94,26.34,-5.66,57.35,25.27,126.0,32.0,94.0,25.4,-0.56,2.77,-1.69,1000,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2083,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],450.43,-54.95,-49.4,-10.96,21.82,-5.29,58.25,17.47,88.0,17.0,71.0,19.32,-0.83,3.14,-1.79,1000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4141,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],448.67,-55.12,-49.4,-11.31,2.57,-19.37,58.19,16.63,95.0,52.0,43.0,54.74,-0.75,1.03,-2.89,1000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3010,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],447.19,-55.27,-49.4,-11.6,7.21,-13.34,58.59,8.36,47.0,19.0,28.0,40.43,-1.58,1.41,-3.61,1000,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2988,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],447.19,-55.27,-49.4,-11.6,7.21,-13.34,58.59,8.36,47.0,19.0,28.0,40.43,-1.58,1.41,-3.61,1000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3576,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],446.84,-55.31,-49.4,-11.67,11.24,-7.49,55.31,18.23,95.0,23.0,72.0,24.21,-0.8,1.53,-1.54,1000,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
4324,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],446.72,-55.32,-49.4,-11.7,6.98,-22.85,56.95,14.2,76.0,43.0,33.0,56.58,-0.9,1.3,-3.77,1000,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2287,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],446.69,-55.32,-49.4,-11.7,20.57,-5.29,63.07,16.54,91.0,19.0,72.0,20.88,-0.82,3.04,-1.84,1000,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1848,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],446.41,-55.35,-49.4,-11.76,13.07,-4.71,58.3,21.9,115.0,25.0,90.0,21.74,-0.65,2.38,-1.49,1000,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3053,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],446.39,-55.35,-49.4,-11.76,1.73,-13.2,55.92,5.77,31.0,11.0,20.0,35.48,-2.46,0.81,-4.27,1000,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2570,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],446.12,-55.38,-49.4,-11.82,4.72,-17.34,58.92,6.47,34.0,16.0,18.0,47.06,-2.14,2.29,-6.07,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2532,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],446.12,-55.38,-49.4,-11.82,4.72,-17.34,58.92,6.47,34.0,16.0,18.0,47.06,-2.14,2.29,-6.07,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4575,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],444.89,-55.5,-49.4,-12.06,1.68,-18.27,55.69,3.58,17.0,4.0,13.0,23.53,-4.43,0.85,-6.06,1000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4294,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],444.88,-55.5,-49.4,-12.06,4.69,-17.23,59.03,2.77,13.0,5.0,8.0,38.46,-5.7,2.22,-10.64,1000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2261,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],444.77,-55.51,-49.4,-12.08,15.4,-6.03,59.72,36.37,181.0,55.0,126.0,30.39,-0.39,2.25,-1.55,1000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2468,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],444.01,-55.59,-49.4,-12.23,13.72,-5.07,58.49,19.18,96.0,20.0,76.0,20.83,-0.79,2.5,-1.66,1000,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2792,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],443.44,-55.65,-49.4,-12.35,0.0,-21.43,55.65,1.47,5.0,0.0,5.0,0.0,-14.91,0.0,-14.91,1000,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4317,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],442.82,-55.71,-49.4,-12.47,6.98,-22.85,56.95,13.79,75.0,42.0,33.0,56.0,-0.93,1.31,-3.77,1000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3879,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],442.09,-55.78,-49.4,-12.61,22.75,-6.53,62.04,19.81,109.0,28.0,81.0,25.69,-0.67,2.8,-1.87,1000,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2133,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],441.4,-55.85,-49.4,-12.75,16.72,-5.79,59.04,27.5,145.0,34.0,111.0,23.45,-0.51,2.53,-1.44,1000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1659,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],441.14,-55.88,-49.4,-12.8,24.33,-4.84,59.31,18.83,95.0,16.0,79.0,16.84,-0.79,3.28,-1.61,1000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3538,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],440.7,-55.92,-49.4,-12.89,9.72,-6.92,59.67,23.95,133.0,46.0,87.0,34.59,-0.56,1.68,-1.75,1000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4163,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],440.24,-55.97,-49.4,-12.98,2.57,-19.37,58.19,16.02,94.0,51.0,43.0,54.26,-0.78,1.01,-2.89,1000,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
791,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],439.23,-56.07,-49.4,-13.18,11.94,-8.6,62.77,18.16,102.0,22.0,80.0,21.57,-0.75,2.18,-1.56,1000,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
2117,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],438.2,-56.17,-49.4,-13.38,28.29,-4.88,63.69,34.56,185.0,41.0,144.0,22.16,-0.39,2.38,-1.17,1000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3549,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],438.16,-56.17,-49.4,-13.39,4.56,-13.66,56.17,3.17,14.0,1.0,13.0,7.14,-5.57,4.56,-6.35,1000,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
